  cell  ,E,W,N,S
"(8, 30)",1,0,0,0
"(9, 30)",1,1,0,1
"(10, 30)",1,1,1,0
"(11, 30)",1,1,0,1
"(12, 30)",0,1,1,0
"(13, 30)",1,1,0,0
"(14, 30)",1,0,0,0
"(15, 30)",1,1,0,0
"(16, 30)",0,1,0,1
"(17, 30)",0,0,1,1
"(18, 30)",0,0,1,1
"(19, 30)",1,0,1,1
"(20, 30)",1,0,1,0
"(21, 30)",1,0,0,1
"(22, 30)",1,0,1,1
"(23, 30)",1,0,1,1
"(24, 30)",0,0,1,1
"(25, 30)",0,0,1,1
"(26, 30)",0,1,1,0
"(27, 30)",1,0,0,1
"(28, 30)",1,0,1,0
"(29, 30)",1,1,0,1
"(30, 30)",0,0,1,1
"(31, 30)",0,0,1,0
"(32, 30)",1,0,0,1
"(33, 30)",1,0,1,0
"(34, 30)",1,0,0,1
"(35, 30)",0,1,1,0
"(36, 30)",0,1,0,1
"(37, 30)",1,1,1,0
"(38, 30)",1,0,0,0
"(39, 30)",1,1,0,0
"(40, 30)",0,0,0,1
"(41, 30)",1,1,1,1
"(42, 30)",1,1,1,1
"(43, 30)",1,0,1,1
"(44, 30)",0,0,1,1
"(45, 30)",0,0,1,1
"(46, 30)",0,1,1,0
"(47, 30)",1,1,0,0
"(48, 30)",0,1,0,0
"(49, 30)",1,1,0,1
"(50, 30)",1,1,1,0
"(51, 30)",1,1,0,0
"(52, 30)",1,0,0,1
"(53, 30)",0,1,1,0
"(54, 30)",0,1,0,0
"(55, 30)",1,1,0,0
"(56, 30)",0,1,0,1
"(57, 30)",1,0,1,0
"(58, 30)",1,0,0,1
"(59, 30)",1,0,1,0
"(60, 30)",1,1,0,0
"(1, 31)",0,1,0,1
"(2, 31)",1,0,1,0
"(3, 31)",1,1,0,0
"(4, 31)",1,0,0,1
"(5, 31)",0,1,1,1
"(6, 31)",1,1,1,0
"(7, 31)",1,1,0,0
"(8, 31)",0,1,0,1
"(9, 31)",1,1,1,0
"(10, 31)",1,1,0,0
"(11, 31)",1,1,0,0
"(12, 31)",0,0,0,1
"(13, 31)",1,1,1,0
"(14, 31)",1,1,0,1
"(15, 31)",0,1,1,1
"(16, 31)",0,0,1,0
"(17, 31)",1,0,0,1
"(18, 31)",1,0,1,1
"(19, 31)",0,1,1,0
"(20, 31)",0,1,0,1
"(21, 31)",0,1,1,0
"(22, 31)",1,1,0,0
"(23, 31)",0,1,0,1
"(24, 31)",1,0,1,0
"(25, 31)",1,0,0,1
"(26, 31)",0,0,1,1
"(27, 31)",0,1,1,0
"(28, 31)",1,1,0,0
"(29, 31)",1,1,0,0
"(30, 31)",1,0,0,1
"(31, 31)",0,0,1,1
"(32, 31)",0,1,1,0
"(33, 31)",1,1,0,1
"(34, 31)",0,1,1,1
"(35, 31)",0,0,1,1
"(36, 31)",1,0,1,0
"(37, 31)",1,1,0,1
"(38, 31)",0,1,1,0
"(39, 31)",0,1,0,1
"(40, 31)",0,0,1,1
"(41, 31)",1,1,1,0
"(42, 31)",0,1,0,0
"(43, 31)",1,1,0,1
"(44, 31)",0,0,1,1
"(45, 31)",0,0,1,1
"(46, 31)",1,0,1,1
"(47, 31)",0,1,1,0
"(48, 31)",1,0,0,1
"(49, 31)",0,1,1,0
"(50, 31)",1,1,0,0
"(51, 31)",0,1,0,1
"(52, 31)",0,1,1,0
"(53, 31)",0,0,0,1
"(54, 31)",1,0,1,1
"(55, 31)",1,1,1,0
"(56, 31)",0,0,0,1
"(57, 31)",0,1,1,0
"(58, 31)",1,1,0,0
"(59, 31)",1,1,0,0
"(60, 31)",1,1,0,0
"(1, 32)",1,0,0,0
"(2, 32)",0,1,0,1
"(3, 32)",1,1,1,0
"(4, 32)",1,1,0,0
"(5, 32)",1,0,0,0
"(6, 32)",0,1,0,1
"(7, 32)",1,1,1,0
"(8, 32)",1,0,0,1
"(9, 32)",0,1,1,0
"(10, 32)",1,1,0,0
"(11, 32)",0,1,0,1
"(12, 32)",0,0,1,1
"(13, 32)",0,1,1,0
"(14, 32)",1,1,0,0
"(15, 32)",1,0,0,0
"(16, 32)",1,0,0,1
"(17, 32)",0,1,1,0
"(18, 32)",0,1,0,1
"(19, 32)",1,0,1,1
"(20, 32)",0,0,1,1
"(21, 32)",0,0,1,0
"(22, 32)",1,1,0,0
"(23, 32)",1,0,0,0
"(24, 32)",0,1,0,1
"(25, 32)",0,1,1,0
"(26, 32)",1,0,0,1
"(27, 32)",1,0,1,0
"(28, 32)",1,1,0,0
"(29, 32)",0,1,0,0
"(30, 32)",1,1,0,0
"(31, 32)",1,0,0,1
"(32, 32)",1,0,1,0
"(33, 32)",0,1,0,1
"(34, 32)",0,0,1,1
"(35, 32)",1,0,1,0
"(36, 32)",1,1,0,0
"(37, 32)",1,1,0,1
"(38, 32)",0,0,1,1
"(39, 32)",1,0,1,1
"(40, 32)",1,0,1,0
"(41, 32)",0,1,0,1
"(42, 32)",1,0,1,0
"(43, 32)",0,1,0,1
"(44, 32)",0,0,1,1
"(45, 32)",1,0,1,0
"(46, 32)",1,1,0,1
"(47, 32)",0,0,1,1
"(48, 32)",0,1,1,0
"(49, 32)",1,0,0,1
"(50, 32)",0,1,1,0
"(51, 32)",1,0,0,1
"(52, 32)",1,0,1,1
"(53, 32)",1,0,1,1
"(54, 32)",0,1,1,0
"(55, 32)",1,1,0,0
"(56, 32)",1,0,0,1
"(57, 32)",1,0,1,0
"(58, 32)",1,1,0,0
"(59, 32)",0,1,0,1
"(60, 32)",0,1,1,0
"(1, 33)",0,1,0,1
"(2, 33)",1,0,1,0
"(3, 33)",1,1,0,1
"(4, 33)",0,1,1,0
"(5, 33)",1,1,0,1
"(6, 33)",1,0,1,0
"(7, 33)",0,1,0,1
"(8, 33)",0,1,1,1
"(9, 33)",1,0,1,0
"(10, 33)",0,1,0,1
"(11, 33)",1,0,1,1
"(12, 33)",1,0,1,0
"(13, 33)",1,0,0,0
"(14, 33)",1,1,0,0
"(15, 33)",1,1,0,0
"(16, 33)",1,1,0,0
"(17, 33)",1,0,0,1
"(18, 33)",0,0,1,1
"(19, 33)",0,1,1,0
"(20, 33)",1,0,0,1
"(21, 33)",0,0,1,1
"(22, 33)",0,1,1,0
"(23, 33)",1,1,0,1
"(24, 33)",1,0,1,0
"(25, 33)",0,0,0,1
"(26, 33)",1,1,1,0
"(27, 33)",1,1,0,0
"(28, 33)",0,1,0,1
"(29, 33)",0,0,1,1
"(30, 33)",0,1,1,0
"(31, 33)",1,1,0,0
"(32, 33)",0,1,0,1
"(33, 33)",1,0,1,1
"(34, 33)",1,0,1,1
"(35, 33)",0,1,1,1
"(36, 33)",0,1,1,0
"(37, 33)",0,1,0,1
"(38, 33)",1,0,1,0
"(39, 33)",1,1,0,0
"(40, 33)",1,1,0,0
"(41, 33)",1,0,0,0
"(42, 33)",0,1,0,1
"(43, 33)",0,0,1,1
"(44, 33)",1,0,1,0
"(45, 33)",1,1,0,0
"(46, 33)",0,1,0,0
"(47, 33)",1,0,0,1
"(48, 33)",1,0,1,0
"(49, 33)",0,1,0,1
"(50, 33)",0,0,1,1
"(51, 33)",0,1,1,0
"(52, 33)",1,1,0,0
"(53, 33)",0,1,0,0
"(54, 33)",1,0,0,1
"(55, 33)",0,1,1,1
"(56, 33)",0,1,1,0
"(57, 33)",1,1,0,0
"(58, 33)",1,1,0,0
"(59, 33)",1,0,0,1
"(60, 33)",1,0,1,0
"(1, 34)",1,0,0,1
"(2, 34)",0,1,1,0
"(3, 34)",1,1,0,0
"(4, 34)",1,0,0,1
"(5, 34)",0,1,1,0
"(6, 34)",0,1,0,1
"(7, 34)",0,0,1,1
"(8, 34)",0,0,1,1
"(9, 34)",1,1,1,0
"(10, 34)",1,0,0,1
"(11, 34)",0,1,1,0
"(12, 34)",1,1,0,1
"(13, 34)",1,1,1,0
"(14, 34)",1,1,0,0
"(15, 34)",1,1,0,0
"(16, 34)",1,1,0,0
"(17, 34)",1,1,0,1
"(18, 34)",0,0,1,1
"(19, 34)",0,0,1,1
"(20, 34)",0,1,1,0
"(21, 34)",0,0,0,1
"(22, 34)",0,0,1,1
"(23, 34)",1,1,1,0
"(24, 34)",1,1,0,1
"(25, 34)",1,0,1,0
"(26, 34)",1,1,0,0
"(27, 34)",0,1,0,1
"(28, 34)",1,0,1,0
"(29, 34)",1,0,0,1
"(30, 34)",0,0,1,1
"(31, 34)",1,1,1,1
"(32, 34)",0,0,1,1
"(33, 34)",1,1,1,0
"(34, 34)",0,1,0,1
"(35, 34)",0,0,1,1
"(36, 34)",1,0,1,0
"(37, 34)",0,0,0,1
"(38, 34)",1,1,1,0
"(39, 34)",1,1,0,0
"(40, 34)",0,1,0,1
"(41, 34)",1,1,1,0
"(42, 34)",0,0,0,1
"(43, 34)",1,0,1,0
"(44, 34)",1,1,0,0
"(45, 34)",1,1,0,0
"(46, 34)",1,0,0,1
"(47, 34)",0,1,1,0
"(48, 34)",1,1,0,0
"(49, 34)",1,0,0,1
"(50, 34)",0,0,1,1
"(51, 34)",0,0,1,1
"(52, 34)",0,1,1,0
"(53, 34)",1,0,0,1
"(54, 34)",0,1,1,0
"(55, 34)",0,0,0,1
"(56, 34)",1,0,1,0
"(57, 34)",0,1,0,1
"(58, 34)",0,1,1,0
"(59, 34)",1,1,0,0
"(60, 34)",1,1,0,0
"(1, 35)",0,1,0,1
"(2, 35)",0,0,1,1
"(3, 35)",0,1,1,1
"(4, 35)",0,1,1,1
"(5, 35)",1,0,1,0
"(6, 35)",1,0,0,1
"(7, 35)",1,0,1,0
"(8, 35)",1,0,0,1
"(9, 35)",0,1,1,0
"(10, 35)",1,1,0,0
"(11, 35)",1,0,0,1
"(12, 35)",0,1,1,0
"(13, 35)",1,1,0,1
"(14, 35)",0,1,1,1
"(15, 35)",0,1,1,0
"(16, 35)",1,1,0,1
"(17, 35)",1,1,1,0
"(18, 35)",1,0,0,1
"(19, 35)",0,0,1,1
"(20, 35)",1,0,1,1
"(21, 35)",0,0,1,1
"(22, 35)",1,0,1,0
"(23, 35)",0,1,0,1
"(24, 35)",1,1,1,0
"(25, 35)",1,1,0,0
"(26, 35)",0,1,0,1
"(27, 35)",0,0,1,0
"(28, 35)",0,1,0,1
"(29, 35)",1,1,1,1
"(30, 35)",0,0,1,0
"(31, 35)",1,1,0,0
"(32, 35)",1,0,0,1
"(33, 35)",0,1,1,1
"(34, 35)",1,0,1,1
"(35, 35)",0,0,1,0
"(36, 35)",0,1,0,1
"(37, 35)",1,0,1,0
"(38, 35)",1,1,0,1
"(39, 35)",1,1,1,0
"(40, 35)",1,0,0,0
"(41, 35)",0,1,0,1
"(42, 35)",1,0,1,0
"(43, 35)",1,1,0,0
"(44, 35)",1,1,0,0
"(45, 35)",0,1,0,1
"(46, 35)",0,1,1,1
"(47, 35)",0,0,1,0
"(48, 35)",1,1,0,0
"(49, 35)",1,1,0,0
"(50, 35)",1,0,0,1
"(51, 35)",0,0,1,1
"(52, 35)",1,0,1,0
"(53, 35)",0,1,0,1
"(54, 35)",0,0,1,1
"(55, 35)",1,0,1,0
"(56, 35)",1,1,0,1
"(57, 35)",0,0,1,1
"(58, 35)",0,0,1,1
"(59, 35)",0,1,1,0
"(60, 35)",1,1,0,0
"(1, 36)",1,0,0,1
"(2, 36)",0,0,1,1
"(3, 36)",1,0,1,0
"(4, 36)",0,0,0,1
"(5, 36)",0,1,1,1
"(6, 36)",0,1,1,0
"(7, 36)",1,1,0,1
"(8, 36)",0,1,1,1
"(9, 36)",1,0,1,1
"(10, 36)",0,1,1,0
"(11, 36)",0,1,0,1
"(12, 36)",1,0,1,0
"(13, 36)",0,1,0,1
"(14, 36)",1,0,1,0
"(15, 36)",1,0,0,1
"(16, 36)",0,1,1,0
"(17, 36)",1,1,0,1
"(18, 36)",0,1,1,0
"(19, 36)",0,0,0,1
"(20, 36)",0,1,1,1
"(21, 36)",0,0,1,1
"(22, 36)",0,1,1,1
"(23, 36)",0,0,1,1
"(24, 36)",0,1,1,0
"(25, 36)",0,1,0,1
"(26, 36)",1,0,1,1
"(27, 36)",0,0,1,1
"(28, 36)",0,0,1,1
"(29, 36)",0,1,1,1
"(30, 36)",0,0,1,1
"(31, 36)",0,1,1,0
"(32, 36)",1,1,0,0
"(33, 36)",1,0,0,1
"(34, 36)",0,1,1,1
"(35, 36)",0,0,1,1
"(36, 36)",0,0,1,1
"(37, 36)",1,1,1,0
"(38, 36)",0,1,0,0
"(39, 36)",1,1,0,1
"(40, 36)",1,1,1,1
"(41, 36)",0,0,1,0
"(42, 36)",1,1,0,0
"(43, 36)",1,1,0,0
"(44, 36)",0,1,0,1
"(45, 36)",1,0,1,1
"(46, 36)",0,0,1,1
"(47, 36)",0,0,1,1
"(48, 36)",0,1,1,0
"(49, 36)",1,1,0,1
"(50, 36)",0,1,1,0
"(51, 36)",1,0,0,1
"(52, 36)",0,1,1,1
"(53, 36)",0,0,1,1
"(54, 36)",1,0,1,1
"(55, 36)",0,1,1,0
"(56, 36)",1,1,0,1
"(57, 36)",0,0,1,1
"(58, 36)",1,0,1,1
"(59, 36)",0,0,1,1
"(60, 36)",1,1,1,0
"(1, 37)",0,1,0,1
"(2, 37)",1,0,1,0
"(3, 37)",1,1,0,0
"(4, 37)",1,0,0,1
"(5, 37)",0,0,1,1
"(6, 37)",1,0,1,0
"(7, 37)",1,1,0,1
"(8, 37)",0,0,1,0
"(9, 37)",0,1,0,1
"(10, 37)",1,0,1,0
"(11, 37)",0,0,0,1
"(12, 37)",0,1,1,1
"(13, 37)",1,0,1,1
"(14, 37)",0,1,1,0
"(15, 37)",0,1,0,1
"(16, 37)",1,0,1,0
"(17, 37)",1,1,0,0
"(18, 37)",1,0,0,1
"(19, 37)",0,0,1,1
"(20, 37)",0,0,1,1
"(21, 37)",1,0,1,1
"(22, 37)",1,0,1,0
"(23, 37)",1,0,0,1
"(24, 37)",0,0,1,1
"(25, 37)",0,0,1,1
"(26, 37)",0,1,1,0
"(27, 37)",1,0,0,1
"(28, 37)",1,0,1,1
"(29, 37)",0,0,1,1
"(30, 37)",0,0,1,1
"(31, 37)",0,0,1,1
"(32, 37)",1,1,1,0
"(33, 37)",0,1,0,1
"(34, 37)",1,0,1,0
"(35, 37)",0,0,0,1
"(36, 37)",1,0,1,1
"(37, 37)",1,1,1,0
"(38, 37)",1,0,0,1
"(39, 37)",0,1,1,0
"(40, 37)",1,1,0,0
"(41, 37)",1,0,0,1
"(42, 37)",0,1,1,1
"(43, 37)",0,1,1,1
"(44, 37)",0,0,1,1
"(45, 37)",1,1,1,1
"(46, 37)",0,0,1,1
"(47, 37)",1,0,1,1
"(48, 37)",1,0,1,0
"(49, 37)",1,1,0,0
"(50, 37)",1,0,0,1
"(51, 37)",1,1,1,0
"(52, 37)",1,0,0,1
"(53, 37)",0,0,1,1
"(54, 37)",0,1,1,1
"(55, 37)",0,0,1,0
"(56, 37)",1,1,0,1
"(57, 37)",0,0,1,0
"(58, 37)",0,1,0,1
"(59, 37)",1,0,1,1
"(60, 37)",1,1,1,0
"(1, 38)",1,0,0,1
"(2, 38)",0,1,1,0
"(3, 38)",0,1,0,1
"(4, 38)",1,1,1,0
"(5, 38)",0,0,0,1
"(6, 38)",0,1,1,1
"(7, 38)",0,1,1,1
"(8, 38)",0,0,1,1
"(9, 38)",1,0,1,0
"(10, 38)",1,1,0,0
"(11, 38)",1,0,0,1
"(12, 38)",1,0,1,0
"(13, 38)",0,1,0,1
"(14, 38)",0,0,1,1
"(15, 38)",1,0,1,0
"(16, 38)",1,1,0,0
"(17, 38)",0,1,0,0
"(18, 38)",1,1,0,0
"(19, 38)",1,0,0,1
"(20, 38)",0,0,1,1
"(21, 38)",1,1,1,0
"(22, 38)",1,1,0,0
"(23, 38)",0,1,0,0
"(24, 38)",1,0,0,1
"(25, 38)",0,0,1,1
"(26, 38)",1,0,1,1
"(27, 38)",1,1,1,0
"(28, 38)",1,1,0,0
"(29, 38)",1,0,0,1
"(30, 38)",0,0,1,1
"(31, 38)",1,0,1,0
"(32, 38)",0,1,0,1
"(33, 38)",1,0,1,1
"(34, 38)",0,1,1,1
"(35, 38)",0,0,1,1
"(36, 38)",0,1,1,0
"(37, 38)",0,1,0,1
"(38, 38)",1,1,1,0
"(39, 38)",1,0,0,1
"(40, 38)",0,1,1,1
"(41, 38)",0,1,1,0
"(42, 38)",1,0,0,1
"(43, 38)",0,0,1,1
"(44, 38)",1,0,1,0
"(45, 38)",0,1,0,1
"(46, 38)",1,0,1,1
"(47, 38)",0,1,1,0
"(48, 38)",0,1,0,0
"(49, 38)",1,1,0,1
"(50, 38)",1,1,1,0
"(51, 38)",1,1,0,0
"(52, 38)",0,1,0,1
"(53, 38)",0,0,1,1
"(54, 38)",1,0,1,0
"(55, 38)",1,0,0,1
"(56, 38)",1,1,1,0
"(57, 38)",1,0,0,1
"(58, 38)",1,0,1,0
"(59, 38)",0,1,0,0
"(60, 38)",1,1,0,0
"(1, 39)",1,1,0,0
"(2, 39)",1,0,0,1
"(3, 39)",1,0,1,0
"(4, 39)",0,1,0,0
"(5, 39)",1,0,0,1
"(6, 39)",0,0,1,1
"(7, 39)",1,0,1,0
"(8, 39)",1,0,0,1
"(9, 39)",0,1,1,0
"(10, 39)",0,1,0,1
"(11, 39)",0,1,1,0
"(12, 39)",1,1,0,0
"(13, 39)",1,0,0,1
"(14, 39)",0,0,1,1
"(15, 39)",0,1,1,0
"(16, 39)",1,1,0,1
"(17, 39)",1,0,1,0
"(18, 39)",1,1,0,0
"(19, 39)",1,1,0,0
"(20, 39)",1,0,0,1
"(21, 39)",0,1,1,0
"(22, 39)",0,1,0,1
"(23, 39)",0,0,1,1
"(24, 39)",1,1,1,0
"(25, 39)",1,0,0,1
"(26, 39)",0,1,1,0
"(27, 39)",1,1,0,0
"(28, 39)",0,1,0,1
"(29, 39)",0,1,1,0
"(30, 39)",1,0,0,0
"(31, 39)",0,1,0,1
"(32, 39)",1,0,1,0
"(33, 39)",0,1,0,0
"(34, 39)",1,0,0,1
"(35, 39)",0,0,1,1
"(36, 39)",0,0,1,1
"(37, 39)",1,0,1,0
"(38, 39)",1,1,0,0
"(39, 39)",0,1,0,1
"(40, 39)",1,0,1,0
"(41, 39)",1,0,0,1
"(42, 39)",0,1,1,0
"(43, 39)",1,0,0,1
"(44, 39)",1,1,1,0
"(45, 39)",0,0,0,1
"(46, 39)",0,1,1,0
"(47, 39)",1,0,0,1
"(48, 39)",1,0,1,0
"(49, 39)",1,1,0,0
"(50, 39)",1,1,0,0
"(51, 39)",0,1,0,1
"(52, 39)",0,0,1,1
"(53, 39)",1,0,1,1
"(54, 39)",1,1,1,0
"(55, 39)",1,1,0,0
"(56, 39)",1,1,0,1
"(57, 39)",0,1,1,0
"(58, 39)",0,1,0,1
"(59, 39)",1,0,1,0
"(60, 39)",1,1,0,0
"(1, 40)",1,1,0,1
"(2, 40)",1,1,1,0
"(3, 40)",0,1,0,1
"(4, 40)",0,0,1,1
"(5, 40)",0,1,1,0
"(6, 40)",1,0,0,1
"(7, 40)",0,1,1,0
"(8, 40)",0,1,0,1
"(9, 40)",1,0,1,0
"(10, 40)",1,0,0,1
"(11, 40)",0,0,1,1
"(12, 40)",0,1,1,0
"(13, 40)",0,1,0,1
"(14, 40)",1,0,1,1
"(15, 40)",1,0,1,1
"(16, 40)",1,1,1,0
"(17, 40)",1,1,0,0
"(18, 40)",1,1,0,0
"(19, 40)",1,1,0,0
"(20, 40)",0,1,0,1
"(21, 40)",1,0,1,1
"(22, 40)",0,0,1,1
"(23, 40)",0,0,1,1
"(24, 40)",1,1,1,1
"(25, 40)",1,1,1,0
"(26, 40)",1,0,0,1
"(27, 40)",0,1,1,0
"(28, 40)",1,0,0,1
"(29, 40)",1,0,1,0
"(30, 40)",1,1,0,1
"(31, 40)",1,0,1,0
"(32, 40)",0,1,0,1
"(33, 40)",0,0,1,1
"(34, 40)",0,1,1,1
"(35, 40)",1,0,1,0
"(36, 40)",1,0,0,1
"(37, 40)",0,1,1,0
"(38, 40)",1,1,0,1
"(39, 40)",0,0,1,1
"(40, 40)",1,1,1,1
"(41, 40)",0,1,1,1
"(42, 40)",0,0,1,1
"(43, 40)",1,1,1,0
"(44, 40)",0,1,0,1
"(45, 40)",0,0,1,1
"(46, 40)",0,0,1,1
"(47, 40)",0,1,1,0
"(48, 40)",0,1,0,1
"(49, 40)",0,1,1,0
"(50, 40)",1,1,0,1
"(51, 40)",0,0,1,1
"(52, 40)",0,0,1,1
"(53, 40)",1,1,1,0
"(54, 40)",0,1,0,0
"(55, 40)",1,1,0,0
"(56, 40)",1,1,0,0
"(57, 40)",0,0,0,1
"(58, 40)",0,0,1,1
"(59, 40)",1,1,1,0
"(60, 40)",1,1,0,0
"(1, 41)",1,1,0,0
"(2, 41)",1,1,0,1
"(3, 41)",0,0,1,1
"(4, 41)",0,0,1,1
"(5, 41)",0,0,1,1
"(6, 41)",0,1,1,0
"(7, 41)",1,0,0,0
"(8, 41)",1,0,0,1
"(9, 41)",0,1,1,0
"(10, 41)",0,1,0,1
"(11, 41)",1,0,1,0
"(12, 41)",1,0,0,1
"(13, 41)",1,0,1,1
"(14, 41)",1,1,1,0
"(15, 41)",1,1,0,0
"(16, 41)",1,1,0,0
"(17, 41)",1,1,0,1
"(18, 41)",0,1,1,1
"(19, 41)",0,1,1,1
"(20, 41)",1,0,1,0
"(21, 41)",1,1,0,1
"(22, 41)",0,0,1,1
"(23, 41)",1,0,1,0
"(24, 41)",1,1,0,0
"(25, 41)",0,1,0,1
"(26, 41)",0,1,1,0
"(27, 41)",0,0,0,1
"(28, 41)",1,1,1,0
"(29, 41)",0,1,0,1
"(30, 41)",0,1,1,0
"(31, 41)",1,1,0,0
"(32, 41)",1,0,0,1
"(33, 41)",0,0,1,1
"(34, 41)",0,0,1,1
"(35, 41)",1,1,1,0
"(36, 41)",1,1,0,0
"(37, 41)",1,0,0,1
"(38, 41)",0,1,1,0
"(39, 41)",1,0,0,1
"(40, 41)",1,1,1,1
"(41, 41)",1,0,1,1
"(42, 41)",0,0,1,0
"(43, 41)",0,1,0,1
"(44, 41)",0,0,1,1
"(45, 41)",0,0,1,1
"(46, 41)",1,0,1,0
"(47, 41)",0,0,0,1
"(48, 41)",1,0,1,1
"(49, 41)",1,0,1,0
"(50, 41)",1,1,0,1
"(51, 41)",1,0,1,0
"(52, 41)",1,0,0,0
"(53, 41)",0,1,0,1
"(54, 41)",1,0,1,0
"(55, 41)",1,1,0,0
"(56, 41)",0,1,0,1
"(57, 41)",0,0,1,1
"(58, 41)",1,0,1,0
"(59, 41)",0,1,0,1
"(60, 41)",0,1,1,0
"(1, 42)",0,1,0,0
"(2, 42)",1,1,0,0
"(3, 42)",1,0,0,1
"(4, 42)",0,0,1,1
"(5, 42)",0,0,1,1
"(6, 42)",0,0,1,1
"(7, 42)",0,1,1,0
"(8, 42)",0,1,0,1
"(9, 42)",0,0,1,1
"(10, 42)",1,0,1,0
"(11, 42)",1,1,0,0
"(12, 42)",1,1,0,0
"(13, 42)",1,1,0,0
"(14, 42)",1,1,0,1
"(15, 42)",0,1,1,0
"(16, 42)",1,1,0,1
"(17, 42)",1,1,1,1
"(18, 42)",1,0,1,0
"(19, 42)",1,0,0,0
"(20, 42)",1,1,0,0
"(21, 42)",1,1,0,0
"(22, 42)",1,0,0,1
"(23, 42)",0,1,1,1
"(24, 42)",0,1,1,1
"(25, 42)",0,0,1,1
"(26, 42)",0,0,1,1
"(27, 42)",1,0,1,0
"(28, 42)",0,1,0,1
"(29, 42)",0,0,1,1
"(30, 42)",0,0,1,0
"(31, 42)",1,1,0,0
"(32, 42)",0,1,0,1
"(33, 42)",0,0,1,1
"(34, 42)",1,0,1,0
"(35, 42)",1,1,0,1
"(36, 42)",0,1,1,0
"(37, 42)",1,1,0,1
"(38, 42)",0,0,1,0
"(39, 42)",1,1,0,0
"(40, 42)",1,1,0,0
"(41, 42)",0,1,0,0
"(42, 42)",1,0,0,1
"(43, 42)",1,0,1,1
"(44, 42)",1,0,1,1
"(45, 42)",1,0,1,0
"(46, 42)",0,1,0,1
"(47, 42)",0,0,1,1
"(48, 42)",0,1,1,0
"(49, 42)",0,1,0,1
"(50, 42)",1,1,1,0
"(51, 42)",1,1,0,0
"(52, 42)",0,1,0,1
"(53, 42)",1,0,1,0
"(54, 42)",0,1,0,1
"(55, 42)",1,1,1,0
"(56, 42)",0,0,0,1
"(57, 42)",1,0,1,0
"(58, 42)",0,1,0,1
"(59, 42)",0,0,1,1
"(60, 42)",1,0,1,0
"(1, 43)",1,0,0,1
"(2, 43)",0,1,1,0
"(3, 43)",1,1,0,1
"(4, 43)",0,0,1,1
"(5, 43)",0,0,1,1
"(6, 43)",0,0,1,1
"(7, 43)",1,0,1,1
"(8, 43)",1,0,1,0
"(9, 43)",1,0,0,0
"(10, 43)",0,1,0,1
"(11, 43)",0,1,1,0
"(12, 43)",1,1,0,0
"(13, 43)",1,1,0,0
"(14, 43)",1,1,0,0
"(15, 43)",1,0,0,0
"(16, 43)",1,1,0,0
"(17, 43)",1,1,0,0
"(18, 43)",0,1,0,1
"(19, 43)",1,1,1,0
"(20, 43)",1,1,0,0
"(21, 43)",0,1,0,0
"(22, 43)",1,1,0,1
"(23, 43)",0,0,1,1
"(24, 43)",0,0,1,1
"(25, 43)",1,0,1,1
"(26, 43)",0,0,1,1
"(27, 43)",0,1,1,1
"(28, 43)",0,0,1,1
"(29, 43)",0,0,1,1
"(30, 43)",0,0,1,1
"(31, 43)",0,1,1,1
"(32, 43)",1,0,1,0
"(33, 43)",1,0,0,1
"(34, 43)",1,1,1,1
"(35, 43)",1,1,1,0
"(36, 43)",1,0,0,1
"(37, 43)",0,1,1,1
"(38, 43)",0,0,1,1
"(39, 43)",0,1,1,0
"(40, 43)",0,1,0,1
"(41, 43)",1,0,1,1
"(42, 43)",0,1,1,0
"(43, 43)",1,1,0,0
"(44, 43)",1,1,0,0
"(45, 43)",1,1,0,1
"(46, 43)",0,0,1,1
"(47, 43)",0,0,1,1
"(48, 43)",1,0,1,0
"(49, 43)",1,0,0,1
"(50, 43)",0,1,1,0
"(51, 43)",0,1,0,1
"(52, 43)",0,0,1,1
"(53, 43)",1,1,1,0
"(54, 43)",1,0,0,1
"(55, 43)",0,1,1,1
"(56, 43)",0,0,1,1
"(57, 43)",0,1,1,1
"(58, 43)",0,0,1,1
"(59, 43)",1,0,1,0
"(60, 43)",1,1,0,0
"(1, 44)",1,1,0,0
"(2, 44)",1,0,0,1
"(3, 44)",0,1,1,0
"(4, 44)",0,0,0,1
"(5, 44)",1,0,1,0
"(6, 44)",1,0,0,1
"(7, 44)",0,1,1,0
"(8, 44)",1,1,0,1
"(9, 44)",0,1,1,1
"(10, 44)",0,0,1,0
"(11, 44)",1,0,0,1
"(12, 44)",1,1,1,0
"(13, 44)",0,1,0,0
"(14, 44)",1,1,0,0
"(15, 44)",1,1,0,0
"(16, 44)",1,1,0,0
"(17, 44)",0,1,0,1
"(18, 44)",1,0,1,0
"(19, 44)",0,1,0,0
"(20, 44)",0,1,0,1
"(21, 44)",1,0,1,1
"(22, 44)",0,1,1,1
"(23, 44)",0,0,1,1
"(24, 44)",1,0,1,0
"(25, 44)",0,1,0,1
"(26, 44)",0,0,1,1
"(27, 44)",1,0,1,0
"(28, 44)",1,0,0,1
"(29, 44)",1,0,1,1
"(30, 44)",1,0,1,1
"(31, 44)",0,0,1,1
"(32, 44)",0,1,1,0
"(33, 44)",1,1,0,0
"(34, 44)",1,1,0,0
"(35, 44)",1,1,0,0
"(36, 44)",0,1,0,1
"(37, 44)",0,0,1,1
"(38, 44)",1,0,1,0
"(39, 44)",1,0,0,1
"(40, 44)",1,0,1,0
"(41, 44)",1,1,0,1
